row number,NDKL Before,NDKL After
0,0.43766908018585315,0.16597953282069922
1,0.5228158465049959,0.16597953282069922
2,0.5568744194268493,0.20972796944102626
3,0.29138909626969767,0.20972796944102626
4,0.23964679037965078,0.16597953282069922
